tnum	tval	tname	tplateau
55	68	Vendor Risk Management	Two_to_five_years
56	62	Application Security as a Service	Two_to_five_years
56	62	Automotive Business Process Fusion	Five_to_10_years
56	62	CDI Hub	Two_to_five_years
56	62	Customer Analytics BPO	Two_to_five_years
56	62	Enterprise Key Management	Two_to_five_years
56	62	HPC-Optimized Server Designs	Less_than_two_years
56	62	IT Service Dependency Mapping	Two_to_five_years
56	62	Identity and Access Intelligence	Five_to_10_years
56	62	Multisourcing Service Integrator	Two_to_five_years
56	62	Real-Time Infrastructure	Five_to_10_years
56	62	Skinless Servers	Two_to_five_years
56	62	Store Location Analysis	Two_to_five_years
57	56	Advanced Clinical Research Information Systems	Two_to_five_years
57	56	Integrated Infrastructure Support	Less_than_two_years
57	56	Model Driven Architectures	Five_to_10_years
57	56	Multichannel Order Fulfillment	Five_to_10_years
57	56	R&D Analytics	Five_to_10_years
57	56	Service-Oriented Architecture in OSS/BSS and SDP	Two_to_five_years
58	51	"Configure, Price, Quote Application Suites"	Two_to_five_years
58	51	Federated SOA	Five_to_10_years
58	51	Frameworx ? an Evolution of NGOSS	Two_to_five_years
58	51	"Infrastructure Outsourcing Services, India"	Two_to_five_years
58	51	Inventory Strategy Optimization	Two_to_five_years
58	51	MapReduce and Alternatives	Two_to_five_years
58	51	Unified Communications	Five_to_10_years
59	46	Data Deduplication	Two_to_five_years
59	46	Embedded Software and Electronics Design	Five_to_10_years
59	46	Social Profiles	Less_than_two_years
59	46	Storage Cluster File Systems	Five_to_10_years
59	46	Storage Cluster File Systems	Five_to_10_years
61	40	Advanced Server Energy Monitoring Tools	Less_than_two_years
61	40	Business Rule Management Systems	Two_to_five_years
61	40	Car-to-Infrastructure Communications	More_than_10_years
61	40	Data Integration Tool Suites	Two_to_five_years
61	40	External Community Platforms	Two_to_five_years
61	40	HIE	Five_to_10_years
61	40	Mass Collaboration	Five_to_10_years
61	40	Next-Generation Service Delivery Platforms	Two_to_five_years
61	40	Transportation Mobile Asset Tracking	Obsolete_before_Plateau
61	40	Unified Communications	Two_to_five_years
61	40	Video Visits	Five_to_10_years
63	35	Business Process Management Suites	Five_to_10_years
63	35	Digital Transformation Consulting	Five_to_10_years
63	35	Memory Overcommit	Two_to_five_years
63	35	Real-Time Decisioning for Customer Best Next Action	Two_to_five_years
63	35	Templated Implementation Methodologies	Two_to_five_years
66	29	CIM-Driven Integration Standards	Five_to_10_years
66	29	Integration Brokerage	Two_to_five_years
66	29	Lights-Out Recovery Operations Management	Two_to_five_years
66	29	Linux on RISC	Two_to_five_years
66	29	Multichannel Order Management	Five_to_10_years
66	29	Server Provisioning and Configuration Management	Two_to_five_years
66	29	x86 Server Virtualization and Management	Two_to_five_years
68	26	In-Memory Analytics	Two_to_five_years
68	26	Multichannel Master Data Management for Retail	Five_to_10_years
73	20	Appliance-Based Replication	Five_to_10_years
73	20	Enterprise Use of Social Media in Government	Two_to_five_years
73	20	Project-Oriented Agile Development Methodology	Five_to_10_years
73	20	RFID for Logistics and Transportation	Two_to_five_years
73	20	Text Analytics	Two_to_five_years
78	15	E-Discovery Software	Five_to_10_years
78	15	Feature Phone Mobile Banking (Europe)	Obsolete_before_Plateau
78	15	Open-Source Virtualization Platforms	Two_to_five_years
78	15	RIA Platforms	Two_to_five_years
83	13	Bluetooth Medical Device Profile	Two_to_five_years
83	13	Enterprise Risk Management Applications	Five_to_10_years
83	13	IT Asset Management Tools	Two_to_five_years
83	13	In-Store Self-Service: Customer-Facing Applications	Two_to_five_years
83	13	MDM of Product Data Solutions	Two_to_five_years
83	13	Printer Fleet Management Suites	Two_to_five_years
88	14	Billing BPO for Communications Service Providers in Europe and Asia/Pacific	Two_to_five_years
88	14	Continuous Integration	Less_than_two_years
88	14	Desktop Virtualization	Two_to_five_years
88	14	MDM of Customer Data Solutions	Two_to_five_years
88	14	Open-Source Office Products	Obsolete_before_Plateau
88	14	Optical Silicon	Two_to_five_years
88	14	RIA Rich Client	Less_than_two_years
88	14	Social Software Suites	Two_to_five_years
88	14	Virtualization	Two_to_five_years
93	16	Comprehensive F&A BPO	Five_to_10_years
93	16	Content Integration and Migration	Two_to_five_years
93	16	Data Center Container Solutions	Two_to_five_years
93	16	Data Deduplication	Two_to_five_years
93	16	Direct Chip Cooling	Two_to_five_years
93	16	Endpoint Protection Platform	Two_to_five_years
93	16	Information Life Cycle Management	Two_to_five_years
93	16	OpenID	Obsolete_before_Plateau
93	16	P2V Server Management	Less_than_two_years
93	16	Patient Self-Service Kiosks	Five_to_10_years
93	16	Real-Time Decisioning Platform	Two_to_five_years
93	16	Sales Contract Management	Five_to_10_years
93	16	Territory Management	Less_than_two_years
93	16	Traceability and Provenance	Five_to_10_years
93	16	x86 Servers With Eight Sockets (and Above)	Less_than_two_years
97	18	Business Process Management Suites	Less_than_two_years
97	18	Business Process Outsourcing	Two_to_five_years
97	18	IAM Managed and Hosted Services	Five_to_10_years
97	18	IT Infrastructure Utility	Two_to_five_years
97	18	Packaged Application Services in China	Five_to_10_years
97	18	Server Virtual I/O	Two_to_five_years
100	20	BPM Standards	Five_to_10_years
100	20	Campaign Segmentation	Two_to_five_years
100	20	Custom Application Services in China	Two_to_five_years
100	20	Data Deduplication	Two_to_five_years
100	20	Database Audit and Protection (DAP)	Two_to_five_years
100	20	Enterprise Information Archiving	Two_to_five_years
100	20	Location-Aware Applications	Two_to_five_years
100	20	Public Telematics	More_than_10_years
100	20	"Service-Oriented Architecture, India"	Two_to_five_years
100	20	Static Application Security Testing	Two_to_five_years
107	24	Data Federation/Virtualization	Two_to_five_years
107	24	Database Encryption	Two_to_five_years
107	24	Enterprise Content Management Suites	Two_to_five_years
107	24	IAM Consulting and System Integration Services	Five_to_10_years
107	24	Internal Community Platforms	Two_to_five_years
107	24	Load Forecasting	Two_to_five_years
107	24	Remote Diagnostics	Two_to_five_years
107	24	Rich Presence	Two_to_five_years
107	24	Shared OS Virtualization (Nonmainframe)	Two_to_five_years
107	24	Static Data Masking	Two_to_five_years
107	24	Storage Tape Encryption	Two_to_five_years
107	24	Virtual I/O	Two_to_five_years
113	28	Advanced Analytics for Government	Less_than_two_years
113	28	BPO	Two_to_five_years
113	28	Composite Applications	Two_to_five_years
113	28	IT Infrastructure Utility	Two_to_five_years
113	28	Web Widgets	Two_to_five_years
119	32	Capacity on Demand (Unix)	Two_to_five_years
119	32	Continuous Data Protection	Two_to_five_years
119	32	IHE XDS	Two_to_five_years
119	32	Linux on Four- to 16-Socket Servers	Two_to_five_years
119	32	NA Healthcare Payer Core BPO	Two_to_five_years
119	32	Offload Engines	Less_than_two_years
119	32	Security Outsourcing	Less_than_two_years
119	32	Software-as-a-Service Supply Chain Execution	Five_to_10_years
119	32	Storage Resource Management	Two_to_five_years
119	32	Storage Virtualization	Two_to_five_years
123	35	Bare-Metal Restore	Less_than_two_years
123	35	Mobile Device Management	Two_to_five_years
123	35	Test Lab Provisioning	Less_than_two_years
127	38	Accounts Payable BPO	Two_to_five_years
127	38	Distributed Virtual Tape	Less_than_two_years
127	38	Federated Portals Across Vendor Families	Two_to_five_years
127	38	IP Service Assurance	Two_to_five_years
127	38	Marketing and Customer Management Consulting	Five_to_10_years
127	38	Unified Communications	Two_to_five_years
132	42	Desktop Outsourcing	Less_than_two_years
132	42	Enterprise GRC Platforms	Less_than_two_years
132	42	Managed File Transfer	Less_than_two_years
132	42	SIP Communications	Less_than_two_years
132	42	Thin Provisioning	Less_than_two_years
132	42	Virtualization	Less_than_two_years
136	45	Blade Servers	Less_than_two_years
136	45	Factory Scheduling	Two_to_five_years
136	45	Fleet Vehicle Tracking	Two_to_five_years
136	45	Information Exchanges and Global Data Synchronization	Two_to_five_years
139	47	Blade Servers	Less_than_two_years
139	47	Business Operations Consulting	Five_to_10_years
139	47	Data Quality Tools	Two_to_five_years
139	47	Liquid Cooling	Less_than_two_years
139	47	Mortgage Service Outsourcing	Less_than_two_years
139	47	SAN Management	Two_to_five_years
139	47	Strategic Network Design	Two_to_five_years
142	49	Event-Driven Architecture	Less_than_two_years
142	49	Federated Search	Less_than_two_years
142	49	Server Virtualization	Less_than_two_years
142	49	Social Media Monitors	Less_than_two_years
142	49	User Administration/Provisioning	Two_to_five_years
142	49	Work Area Recovery	Less_than_two_years
148	52	Business Activity Monitoring	Less_than_two_years
148	52	Capacity on Demand (Mainframe)	Less_than_two_years
148	52	Privileged-Account Activity Management	Less_than_two_years
148	52	SIEM	Less_than_two_years
148	52	Server-Based Replication	Two_to_five_years
148	52	User Administration/Provisioning	Two_to_five_years
156	55	Business Rule Engines	Less_than_two_years
156	55	Demand Forecasting	Two_to_five_years
156	55	Mission-Critical Workloads on Linux	Less_than_two_years
156	55	Speech Recognition	Two_to_five_years
156	55	Virtual Machine Hypervisor	Less_than_two_years
156	55	Web and Application Hosting	Less_than_two_years
161	56	Automotive Supplier Portals	Two_to_five_years
161	56	CRM in Automotive	Two_to_five_years
161	56	Client Management Tools	Less_than_two_years
161	56	Distributed Tape for Backup and Archiving	Less_than_two_years
161	56	IT Service Desk Tools	Less_than_two_years
161	56	Infrastructure Monitoring	Less_than_two_years
161	56	Linux on System z	Less_than_two_years
161	56	Mashups	Less_than_two_years
161	56	Web Analytics	Less_than_two_years
166	57	Dynamic Application Security Testing	Less_than_two_years
166	57	Federated Identity Management	Less_than_two_years
166	57	Mobile IM	Less_than_two_years
166	57	Multigate Transistors	Less_than_two_years
166	57	Second-Generation Portlet Standards (JSR 286 and WSRP v.2)	Less_than_two_years
166	57	Self-Check-Out	Two_to_five_years
172	58	B2B Web Services	Less_than_two_years
172	58	Bioinformatics and Chemoinformatics	Less_than_two_years
172	58	Federated Portals Within Vendor Families	Less_than_two_years
172	58	Grid Computing Without Public Cloud Computers	Less_than_two_years
172	58	Grid Computing Without Using Public Cloud Computers	Less_than_two_years
172	58	High-Performance Computing Clusters: Windows	Less_than_two_years
172	58	Network IPS	Less_than_two_years
172	58	Order-to-Delivery Systems	Two_to_five_years
172	58	Records Management	Less_than_two_years
179	59	Contact Center BPO	Less_than_two_years
179	59	Database Appliances	Less_than_two_years
179	59	Enterprise Content Management Suites	Less_than_two_years
179	59	Mainframe Specialty Engines	Less_than_two_years
179	59	Multicore Processors	Less_than_two_years
179	59	Organization-Centric IAM	Less_than_two_years
179	59	iSCSI	Less_than_two_years
187	60	Data Center Outsourcing	Less_than_two_years
187	60	ESB Suites	Less_than_two_years
187	60	Enterprise Single Sign-On	Less_than_two_years
187	60	Location-Aware Applications	Less_than_two_years
187	60	Mobile Application Development Platforms	Less_than_two_years
187	60	Voice Over Internet Protocol	Less_than_two_years
187	60	Web Access Management	Less_than_two_years
